PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
1962107;12406;870049;19;21000
590095;66369;508655;11;27788
512212;505822;352718;9;3454
675360;160581;233819;13;17972
1418333;403173;844319;20;56180
891072;9762;708940;7;4422
2727302;336536;964962;27;72162
523076;36673;322808;12;32944
11463666;1074393;8064209;64;1188598
833988;192364;331560;10;83072
4003106;454088;2057598;65;84246
293879;7080;62173;7;7007
368721;94687;158216;13;24216
1600820;280501;746978;26;90843
16228802;2536861;5922720;165;216537
1821972;389583;91099;73;94695
514724;652097;349618;10;52422
732330;322750;402273;11;19054
1647202;5200120;157967;25;370368
1382574;103260;392665;16;11448
16678348;2156726;6501814;323;1576730
540000;10243;201086;8;6500
2293471;2550088;713400;24;386597
3279549;791509;2346773;9;19166
1311137;442253;670787;13;8762
629952;136801;511880;21;6987
309517;17173;146389;7;8206
794571;393752;437886;13;18059
4884175;254854;1711251;92;52415
666369;451478;87779;11;38772
2173784;39689;837984;19;26333
4180601;339200;1899674;21;16113
1288492;55791;547202;11;17587
1313897;1254961;652864;31;258289
1437338;267198;663871;38;63074
2898634;754493;313615;4;15519
979603;575353;984420;13;26788
1239317;184954;700256;50;64526
642716;157784;582437;8;11016
5636599;562827;1267565;75;30227
3984320;90929;1475658;58;188850
274266;114722;101000;7;15163
1138655;368167;800912;24;13349
1206824;1044008;563389;15;18305
1518446;2139792;687106;37;62913
576844;147203;320148;12;33555
796985;276435;392097;15;19373
650949;154088;431486;13;39603
1304740;467401;809563;12;31350
224152;215617;83514;15;65100
2601960;680866;1;9;8034
362590;149783;15655;15;10297
80856;10441;22371;4;4303
306649;71076;11212;10;6930
365253;546865;185169;7;16888
631498;99667;351325;8;69440
1282715;444287;529762;10;4317
924525;482716;447960;14;19185
164840;35310;0;9;12203
1175429;69909;579000;9;24972
612590;48317;361321;5;5337
163625;0;48472;10;9288
236197;225935;75865;6;17324
2553536;756200;1504171;30;208800
257730;259221;120720;7;17842
1852815;225881;711125;9;15136
197531;184298;96192;2;10471
387000;0;113513;6;8880
630730;138196;341631;14;14000
1825590;424803;574046;26;11076
200341;827019;26009;9;5025
5472345;1493188;3303063;28;84868
26692379;3096991;17916995;29;729916
694289;550194;625484;18;16719
290545;21499;136018;10;4750
81796;7567;30482;6;4769
1319442;257957;645379;22;24063
5682809;1178966;5719782;56;1336733
277288;130050;315174;10;14442
77741;160661;82788;3;11920
1722161;307398;256235;26;92196
355720;292400;43855;17;137088
133000;470900;78806;17;10311
1544346;1339897;674319;16;328964
723800;361684;0;11;39215
1587900;141290;836852;22;32863
322511;193214;123975;7;16071
3027191;1080562;1571601;29;45437
875334;816799;251471;21;114940
3088034;75849;966801;40;36655
322488;507782;35972;12;11800
794169;79345;580775;13;4835
9637901;545710;3732406;67;48060
244389;299299;62608;5;12753
2640354;305585;2448267;72;261378
2009207;538977;706640;77;70478
626527;108529;312523;8;8536
2633940;761394;1580781;37;39163
340579;66203;223030;9;67416
403706;185858;254837;13;14000
540357;623093;332080;13;1930
199159;300275;54177;8;3185
2075675;6327622;887609;27;144617
4180417;1019405;1441013;53;165141
381260;73768;0;19;101628
8446510;1046773;3427029;60;257987
106223831;28609718;79942789;56;1996208
4231478;1103507;233317;16;139303
1364600;211950;1271583;9;51293
1299618;295427;585110;11;10215
146440;277497;23112;3;4420
6895793;8885882;138975;112;346260
1395550;2408828;1077835;51;30119
1180212;838968;910096;11;210566
1184000;541647;638602;12;16115
179250;47831;110370;10;11569
685373;217228;330300;12;40806
286839;1043382;157417;10;8804
6067531;1396193;4591455;31;251866
3162299;135948;2613530;15;53405
330743;1205727;164789;22;15183
57004464;14004945;31773371;237;4574153
625788;489263;335736;3;1674
15475615;29494670;8206679;114;3183856
3311355;4170575;762240;39;39490
946196;324484;503352;9;99662
832644;1692208;0;12;161165
734191;318980;455000;9;18000
2253784;3105937;981242;19;862746
1103023;757045;1389396;37;26647
2050719;158686;708437;57;556200
1988968;980313;476773;46;60575
524216;681016;47280;21;17180
4000000;423811;2759953;17;70102
1038000;147497;473102;20;28789
692055;124488;468143;18;39166
699801;71090;275432;19;7004
1089095;249749;280609;12;9739
2870956;68766;1101772;42;17747
2913341;949679;1048638;57;86228
1048561;260980;533025;5;16637
988599;436492;616101;10;18356
2146967;543532;348566;26;30897
3723192;15448345;141306;78;647721
1152758;194450;742764;10;10752
1646540;373230;779115;5;14468
3413009;1280480;817164;44;31783
87677274;21737206;62051575;31;806993
2959706;2054512;793115;50;22274
660677;305512;22978;20;70025
609761;81200;358037;10;3654
1449256;30766;906799;15;35018
317186;115538;127777;9;7101
1187200;114087;470253;21;59990
586709;85086;296517;14;11678
1084643;300185;648803;15;35224
2381472;144438;1147726;37;12230
951591;132796;510558;9;17337
752063;275363;447212;9;32308
959000;56043;471000;12;9800
1922275;122180;292508;24;9760
1601343;154488;466206;12;22697
1379501;419717;892871;22;54230
476847;406229;253915;9;9682
364639;35709;243181;7;110021
999685;238958;684545;10;35062
415886;261152;336867;9;58310
1941405;423631;1482226;17;225438
1090431;168019;480469;14;29181
1526296;1457297;716930;27;381840
1243388;459535;543945;16;12073
4122650;415084;2110852;28;115269
885352;267078;460896;16;14915
645645;127893;311896;12;7441
428418;187905;45541;16;48920
1410426;321289;746775;39;13276
540990;72826;263706;7;6838
1974900;161276;1119087;18;25105
1564787;1093185;991897;16;105332
729125;742427;158500;14;11000
724206;1525388;186404;17;193243
1279644;574910;630806;24;53010
1367332;400500;1132638;12;25100
976405;224553;251361;21;64852
1680502;137899;968270;15;171297
4727477;4247668;2633677;32;2279996
3240926;294683;1570546;26;30216
907817;74489;141753;15;61807
599546;290909;442500;11;40357
1155875;1570889;448582;37;6909
1527201;1034730;589297;8;214120
340749;232979;187315;8;13183
739017;189696;614840;14;16663
617679;132324;325536;8;11981
52541;4065;10861;9;2580
2608361;1533158;1550644;25;131612
647660;75000;455468;8;20742
501534;198472;352049;15;13505
930411;135274;346623;14;2770
1425932;789690;802660;8;12146
4569917;1163579;2024316;48;143321
1247872;0;451593;20;27059
9938148;1265778;2976193;157;489454
1070073;426;997000;9;9568
1424270;1744231;213665;44;67947
367521;77460;53465;11;13907
11935972;2216538;2233562;120;35816
419909;58058;118285;10;3750
2824847;92516;861579;9;4196
1115246;217534;536992;19;34819
335654;81392;439952;15;20335
2688295;3457693;411258;38;37604
365378;144493;46500;8;19434
2264092;1456256;1389769;15;30685
2410630;2410705;2456987;42;44325
224930;97212;190364;12;2687
1078231;82715;1;8;5106
298055;22380;16254;10;3518
1161500;301300;459473;12;16500
158545;91490;0;8;2121
341461;133548;147282;8;126672
2254463;681620;1071244;23;64726
2622333;493132;668473;28;51264
147081;147031;76347;10;18241
476880;0;163491;7;24788
706872;272424;170740;23;17460
698441;275475;142025;13;14988
2126904;778990;1283122;27;33425
1176608;54973;356243;25;12600
133575;122148;43133;4;23536
177076;72030;107058;5;39378
1765459;1400368;1108120;14;346801
276137;56800;103966;6;26400
58835;3075;45713;3;8323
113159;188417;91842;3;9178
456216;0;327661;10;22178
349961;545053;208115;11;4361
1190515;404977;756702;10;29959
650254;70100;69646;12;17800
143474;737523;20624;3;6654
584708;386973;380678;11;59954
2570229;167275;1225353;44;48816
2909844;420221;2327085;9;23500
502163;90112;306657;8;21949
1705804;2703992;1096109;13;12757
226917;320841;10395;5;4408
211061;332775;128621;9;7266
1122380;13250;762761;13;3146
865342;1001561;445335;45;28965
190383;166939;110353;2;5065
352940;3131559;96618;14;10764
1293234;309478;554861;21;27117
401471;243075;172310;12;52261
211733;1231656;188545;4;36276
165299;1620146;89641;4;21450
783117;95761;468036;5;5680
117800;460440;73000;9;4114
865659;-585115;335532;24;20541
195149;295380;88147;7;7670
63375;293762;48773;2;1860
402288;312944;240124;15;16511
896766;277107;194320;10;108896
628137;153590;152284;14;4053
38199;185482;16686;3;24375
386407;417746;97597;18;47987
523419;67936;188916;17;40450
297317;25835;104751;8;19095
19382729;14964348;5095268;156;1345343
207572;450420;92188;8;15400
4509680;12267861;287095;80;1292275
1536710;327171;681583;27;43485
592625;223879;93739;18;19330
179918121;8563319;172504423;21;72617
38454324;5268425;23024026;68;334331
30352793;7789089;19142850;268;1481150
45740729;2709001;41019718;22;179083
347526418;12782589;301997521;41;220229
228703848;4229422;221255462;11;158945
861418767;21034263;709545792;15;388242
316788910;16243712;285738969;7;210473
681942565;35366795;671615080;16;401496
492470215;11528402;540049683;2;375205
299278078;16884128;296376935;5;235626
414669917;22126090;386679509;10;135620
209901274;74433456;139195929;342;3657856
123290418;18376598;126458947;9;119160
307650299;20940968;303592644;8;254667
307650299;20940968;303592644;8;254667
307650299;20940968;303592644;8;254667
81442971;7058076;82707483;4;105480
735170056;41229767;708057736;12;382243
5853354765;3674787000;3660948997;770;233189051
307650299;20940968;303592644;8;254667
545345755;24802216;526174667;76;303350
385547;399645;117852;13;27164
1870118;1368605;991708;18;10252
1702759;63332;919391;20;12700
7654023;1311459;6081247;49;401678
218842;53874;5844;9;1393
826225;158345;636047;22;11437
12883182;3698367;5683549;59;159560
4049086;1833545;2163150;70;81277
30023760;9652634;11188959;227;1367478
1020272;326212;776571;11;31980
6941912;2009642;5085138;68;370520
7378802;2574626;4837830;42;1673443
11548980;3373118;13675928;92;4277382
1934027;544238;1708703;9;26609
11085;46800;1365;2;1125
714014;139138;307420;14;23835
154048;27258;60972;3;3802
6109918;332482;4172102;73;120177
427471;7900;99659;16;25521
4569722;750842;1184512;57;5904
4298991;4401732;475475;85;102006
9869125;1299109;5307712;134;165736
3811406;202204;1015798;37;27342
262003;23735;89423;12;53856
58061282;9978489;40233791;132;2118990
1260000;40993;711240;27;45871
309615;118991;97603;9;14281
224800;97285;97779;8;14807
474124;159757;1671903;17;32761
721140;141724;371300;11;5955
50459534;65620692;4040356;86;15524940
244582;289050;140435;10;64916
4980411;5572491;3190720;65;10759270
308723;10000;104093;7;8514
5502552;1056649;3007413;65;62629
2471924;769525;957285;32;63576
784757;255400;321335;20;39760
200313;250316;156423;3;8091
2183262;759573;615227;32;88768
2808502;381440;1851490;11;200185
27397048;2701565;23563710;81;499371
455600;86729;0;16;140624
7492438;2761579;2211328;66;133647
2826070;262668;1746364;22;100607
866108;163880;739894;7;40664
611238;0;1;15;1
224706;172450;74591;10;4879
20599452;7602319;6190214;191;3942791
1005003;8301;686007;8;14752
755283;546938;463731;8;91045
5161827;615514;2941103;19;517278
4460628;13075383;3568358;116;685440
11875362;6413719;3112823;68;691365
1686522;141931;1404434;23;219555
54445262;23528674;36894090;314;5873976
6509028;3345907;3117069;83;222317
10406441;2847314;5387569;18;180544
15452747;13390417;5500314;114;2155675
536226;202471;0;32;25711
362000;111374;146715;6;7072
1361711;398045;934247;32;7630
400000;8900;0;21;5000
688422;630267;238975;11;20225
511672;607097;211286;11;25197
1687122;108181;482314;20;31094
1563531;7800619;253134;9;6578
1652663;258385;655647;20;84224
1610752;884200;70705;65;1150762
1272912;315165;738289;18;19613
521689;33637;289032;9;2246
1304868;348194;435165;21;163209
158327;150413;14600;8;7954
1567761;518403;1148847;24;30670
1659287;173491;527125;9;4090
1047705;154241;676126;20;68712
502835;105300;191597;13;23139
2354136;391362;912428;36;68507
196577;71638;81988;10;75985
267604;71445;210070;24;6090
1872844;148332;1235582;27;9715
474960;48817;4056;27;18996
2878553;271984;849412;28;19200
1215157;268788;356773;13;181647
940968;657554;182195;22;106611
159509;8060;49825;8;4200
815581;52036;205646;28;116665
1011615;14000;623095;16;13359
868425;185095;539045;13;30738
725583;29595;409127;10;10319
4293383;521894;1755614;32;35630
2667988;148367;1729437;21;3151
10656845;2174499;3256494;74;57330
8887564;7105647;7292894;88;372532
6066383;409822;4021193;41;183719
2572238;1350254;483066;6;72945
4569743;1456227;1395282;48;34558
220074;260883;118376;13;24389
2356670;290049;749155;29;18023
606423;20800;328027;10;25768
1710339;107748;226763;39;979
233415;94702;42052;7;21436
1611859;49802;929628;15;14542
7761754;4078627;5281365;32;191840
30538732;28154363;13949618;239;3492670
1705221;128527;729327;25;24674
1021188;1351376;775149;8;10825
421185;209003;186391;6;149740
2076126;199436;1615677;17;39277
3054900;377753;2118050;26;266691
2013504;742160;1228337;28;45683
22283961;4627166;6552902;106;807035
424704;0;213174;10;12409
567265;144691;433176;10;14199
1017173;255977;453664;12;33216
3636541;1825343;1454243;61;726973
372470;4900;124172;11;38834
971996;586906;0;14;218639
8858445;1612;0;649;423350
9609427;1316092;3082827;99;388630
14294374;129306;10127277;41;540698
1450840;250066;404649;11;26820
732862;57050;547511;30;24517
337582;288926;33618;12;42201
985825;223322;578610;7;9682
308160;77125;147998;8;8364
1153925;31327;720772;20;10244
698699;262112;525161;8;43088
1684716;319167;135462;32;25705
456566;139485;183587;10;19415
1367889;937328;722407;18;76024
1059445;375356;358260;24;98142
315347;42751;20108;2;6616
1205701;488159;834195;14;37834
438859;48108;0;24;4293
669573;219602;302724;12;30581
587520;640682;611912;16;8296
496998;343836;148408;10;4955
1075779;306426;987200;15;19680
393063;11600;252972;25;143196
174099;34296;107521;9;32700
211409;138851;0;8;6157
1098363;109823;555552;22;15970
1587651;833024;945923;46;129015
18899229;15872823;11478055;162;2725699
868323;18292;416917;17;25060
2806301;1285329;968845;34;339518
1883692;1613918;660093;34;522706
231645;149594;147487;3;16411
375120;98355;199486;28;15814
16350884;4418365;7311956;62;710356
3026994;0;0;165;372881
1150251;308771;68710;46;31782
3976521;837732;1507446;43;86960
208393865;147556096;104545517;465;6688039
562322;90852;237280;11;61803
2243285;46803;1346400;27;17126
5094399;89447;2272397;17;20979
521893;458165;93324;7;35573
6980318;3440606;5077966;69;205253
1437338;267198;663871;38;63074
632531;53069;186460;9;5704
1037155;14130;601550;3;1860
1413309;111796;644473;34;35329
430926;52846;9576;23;21644
1558310;330324;836171;11;93784
459984;46410;73647;11;3662
6311927;733585;3720600;81;202678
48861681;67558197;19037873;104;10346235
757492;40887;325570;15;18030
592936;98100;53816;29;19872
2571041;929077;1336696;50;137719
3247911;1626821;2345600;22;191776
1284958;132275;1017965;8;4134
2362146;653475;1113000;18;1174000
4288546;266981;2093770;73;324600
5615004;1248566;3103689;67;460500
898757;321324;250032;21;92888
3724964;179000;3086728;13;81144
247757;49283;5835;8;12556
921811;538052;203748;20;31320
1546525;324092;614600;14;43368
3057106;44700;1741327;16;36813
658081;44470;231403;11;4811
1275587;186818;592727;14;332640
1692717;243502;564764;34;74891
356100;63355;19099;12;13510
467186;169279;353709;14;18831
7363743;219554;3796296;40;10435
9330477;469976;7171719;15;86663
164260;14845;45962;2;35179
4434665;253096;3289053;43;12935
3660413;729504;2237474;42;152971
49362;13383;44881;3;5296
770311;88930;458387;13;7920
3524705;1639201;2633663;51;32280
13175796;1273529;10780440;46;608747
1713959;399659;1127330;17;116697
335945;14350;220095;13;157658
6455356;31650;2375012;41;26100
6681017;68381;2330517;72;95198
6237049;0;5564399;29;165000
953708;86383;295741;10;1872
1283499;22460;396123;56;25968
431664;110142;226061;22;42683
1345784;92010;770059;7;15276
